match_id,date,team_1,team_2,venue,winner,competition,is_world_cup
1444954,2024-08-19,Samoa,Cook Islands,"Faleata Oval No 2, Apia",Cook Islands,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1444955,2024-08-19,Vanuatu,Fiji,"Faleata Oval No 2, Apia",Vanuatu,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1444956,2024-08-20,Samoa,Vanuatu,"Faleata Oval No 2, Apia",Samoa,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1444957,2024-08-20,Fiji,Cook Islands,"Faleata Oval No 2, Apia",Fiji,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1444958,2024-08-21,Samoa,Fiji,"Faleata Oval No 2, Apia",Samoa,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1444959,2024-08-21,Vanuatu,Cook Islands,"Faleata Oval No 2, Apia",Cook Islands,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1444960,2024-08-23,Vanuatu,Fiji,"Faleata Oval No 2, Apia",Fiji,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1444961,2024-08-23,Samoa,Cook Islands,"Faleata Oval No 2, Apia",Cook Islands,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1444962,2024-08-24,Fiji,Cook Islands,"Faleata Oval No 2, Apia",Fiji,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1444963,2024-08-24,Samoa,Vanuatu,"Faleata Oval No 2, Apia",Samoa,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier A,False
1446761,2024-08-23,Canada,Netherlands,"Sportpark Maarschalkerweerd, Utrecht",Netherlands,Netherlands Tri-Nation T20I Series,False
1446763,2024-08-25,Netherlands,United States of America,"Sportpark Maarschalkerweerd, Utrecht",Netherlands,Netherlands Tri-Nation T20I Series,False
1446764,2024-08-26,Canada,Netherlands,"Sportpark Maarschalkerweerd, Utrecht",Canada,Netherlands Tri-Nation T20I Series,False
1446765,2024-08-27,United States of America,Canada,"Sportpark Westvliet, The Hague",United States of America,Netherlands Tri-Nation T20I Series,False
1446766,2024-08-28,Netherlands,United States of America,"Sportpark Westvliet, The Hague",Netherlands,Netherlands Tri-Nation T20I Series,False
1446771,2024-08-21,Hong Kong,Kuwait,"Selangor Turf Club, Kuala Lumpur",Kuwait,Malaysia Tri-Nation T20I Series,False
1446772,2024-08-22,Kuwait,Malaysia,"Selangor Turf Club, Kuala Lumpur",Malaysia,Malaysia Tri-Nation T20I Series,False
1446773,2024-08-23,Malaysia,Hong Kong,"Selangor Turf Club, Kuala Lumpur",Hong Kong,Malaysia Tri-Nation T20I Series,False
1446774,2024-08-24,Hong Kong,Kuwait,"Selangor Turf Club, Kuala Lumpur",Kuwait,Malaysia Tri-Nation T20I Series,False
1446775,2024-08-25,Kuwait,Malaysia,"Selangor Turf Club, Kuala Lumpur",Kuwait,Malaysia Tri-Nation T20I Series,False
1446776,2024-08-26,Hong Kong,Malaysia,"Selangor Turf Club, Kuala Lumpur",Hong Kong,Malaysia Tri-Nation T20I Series,False
1446777,2024-08-27,Hong Kong,Kuwait,"Selangor Turf Club, Kuala Lumpur",Kuwait,Malaysia Tri-Nation T20I Series,False
1447477,2024-08-30,Malaysia,Maldives,"Bayuemas Oval, Kuala Lumpur",Malaysia,ICC Men's T20 World Cup Asia Qualifier A,False
1447478,2024-08-30,Myanmar,Hong Kong,"YSD-UKM Cricket Oval, Bangi",Hong Kong,ICC Men's T20 World Cup Asia Qualifier A,False
1447479,2024-08-30,Kuwait,Mongolia,"Bayuemas Oval, Kuala Lumpur",Kuwait,ICC Men's T20 World Cup Asia Qualifier A,False
1447480,2024-08-31,Singapore,Maldives,"Bayuemas Oval, Kuala Lumpur",Singapore,ICC Men's T20 World Cup Asia Qualifier A,False
1447481,2024-08-31,Myanmar,Malaysia,"YSD-UKM Cricket Oval, Bangi",Malaysia,ICC Men's T20 World Cup Asia Qualifier A,False
1447482,2024-08-31,Mongolia,Hong Kong,"Bayuemas Oval, Kuala Lumpur",Hong Kong,ICC Men's T20 World Cup Asia Qualifier A,False
1447483,2024-09-02,Hong Kong,Singapore,"Bayuemas Oval, Kuala Lumpur",Hong Kong,ICC Men's T20 World Cup Asia Qualifier A,False
1447484,2024-09-02,Kuwait,Maldives,"YSD-UKM Cricket Oval, Bangi",Kuwait,ICC Men's T20 World Cup Asia Qualifier A,False
1447485,2024-09-02,Myanmar,Mongolia,"YSD-UKM Cricket Oval, Bangi",Myanmar,ICC Men's T20 World Cup Asia Qualifier A,False
1447486,2024-09-03,Maldives,Hong Kong,"YSD-UKM Cricket Oval, Bangi",Hong Kong,ICC Men's T20 World Cup Asia Qualifier A,False
1447487,2024-09-03,Myanmar,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,ICC Men's T20 World Cup Asia Qualifier A,False
1447488,2024-09-03,Malaysia,Singapore,"YSD-UKM Cricket Oval, Bangi",Malaysia,ICC Men's T20 World Cup Asia Qualifier A,False
1447489,2024-09-05,Malaysia,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,ICC Men's T20 World Cup Asia Qualifier A,False
1447490,2024-09-05,Mongolia,Singapore,"YSD-UKM Cricket Oval, Bangi",Singapore,ICC Men's T20 World Cup Asia Qualifier A,False
1447491,2024-09-05,Myanmar,Maldives,"Bayuemas Oval, Kuala Lumpur",Maldives,ICC Men's T20 World Cup Asia Qualifier A,False
1447492,2024-09-06,Maldives,Mongolia,"Bayuemas Oval, Kuala Lumpur",Maldives,ICC Men's T20 World Cup Asia Qualifier A,False
1447493,2024-09-06,Kuwait,Singapore,"YSD-UKM Cricket Oval, Bangi",Singapore,ICC Men's T20 World Cup Asia Qualifier A,False
1447494,2024-09-07,Malaysia,Hong Kong,"Bayuemas Oval, Kuala Lumpur",Malaysia,ICC Men's T20 World Cup Asia Qualifier A,False
1447495,2024-09-09,Myanmar,Singapore,"Bayuemas Oval, Kuala Lumpur",Singapore,ICC Men's T20 World Cup Asia Qualifier A,False
1447496,2024-09-09,Mongolia,Malaysia,"YSD-UKM Cricket Oval, Bangi",Malaysia,ICC Men's T20 World Cup Asia Qualifier A,False
1448346,2025-06-06,England,West Indies,"Riverside Ground, Chester-le-Street",England,West Indies tour of England,False
1448347,2025-06-08,West Indies,England,"County Ground, Bristol",England,West Indies tour of England,False
1448348,2025-06-10,England,West Indies,"The Rose Bowl, Southampton",England,West Indies tour of England,False
1448357,2025-09-10,South Africa,England,"Sophia Gardens, Cardiff",South Africa,South Africa tour of England,False
1448358,2025-09-12,England,South Africa,"Old Trafford, Manchester",England,South Africa tour of England,False
1448360,2025-09-17,Ireland,England,"The Village, Malahide, Dublin",England,England tour of Ireland,False
1448362,2025-09-21,Ireland,England,"The Village, Malahide, Dublin",England,England tour of Ireland,False
1449301,2024-11-08,India,South Africa,"Kingsmead, Durban",India,India tour of South Africa,False
1449302,2024-11-10,India,South Africa,"St George's Park, Gqeberha",South Africa,India tour of South Africa,False
1449303,2024-11-13,India,South Africa,"SuperSport Park, Centurion",India,India tour of South Africa,False
1449304,2024-11-15,India,South Africa,"The Wanderers Stadium, Johannesburg",India,India tour of South Africa,False
1450751,2024-09-21,Malawi,Lesotho,"Gymkhana Club Ground, Dar-es-Salaam",Malawi,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450752,2024-09-21,Cameroon,Ghana,"Gymkhana Club Ground, Dar-es-Salaam",Ghana,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450753,2024-09-21,Mali,Tanzania,University of Dar-es-Salaam Ground,Tanzania,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450754,2024-09-22,Mali,Cameroon,"Gymkhana Club Ground, Dar-es-Salaam",Cameroon,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450755,2024-09-22,Malawi,Ghana,University of Dar-es-Salaam Ground,Malawi,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450757,2024-09-24,Ghana,Lesotho,University of Dar-es-Salaam Ground,Ghana,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450758,2024-09-24,Cameroon,Tanzania,"Gymkhana Club Ground, Dar-es-Salaam",Tanzania,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450759,2024-09-24,Mali,Malawi,University of Dar-es-Salaam Ground,Malawi,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450760,2024-09-25,Ghana,Tanzania,University of Dar-es-Salaam Ground,Tanzania,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450761,2024-09-25,Lesotho,Mali,"Gymkhana Club Ground, Dar-es-Salaam",Lesotho,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450762,2024-09-25,Cameroon,Malawi,University of Dar-es-Salaam Ground,Malawi,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450763,2024-09-26,Mali,Ghana,"Gymkhana Club Ground, Dar-es-Salaam",Ghana,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450764,2024-09-26,Lesotho,Cameroon,University of Dar-es-Salaam Ground,Cameroon,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450765,2024-09-26,Tanzania,Malawi,"Gymkhana Club Ground, Dar-es-Salaam",Tanzania,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1450766,2024-09-25,Japan,Indonesia,"Yeonhui Cricket Ground, Incheon",Japan,Japan tour of South Korea,False
1450767,2024-09-26,Japan,Philippines,"Yeonhui Cricket Ground, Incheon",Japan,Japan tour of South Korea,False
1450768,2024-09-28,Philippines,Japan,"Yeonhui Cricket Ground, Incheon",Japan,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450769,2024-09-28,South Korea,Indonesia,"Yeonhui Cricket Ground, Incheon",Indonesia,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450770,2024-09-29,Philippines,Indonesia,"Yeonhui Cricket Ground, Incheon",Philippines,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450771,2024-09-29,South Korea,Japan,"Yeonhui Cricket Ground, Incheon",Japan,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450772,2024-10-01,Japan,Indonesia,"Yeonhui Cricket Ground, Incheon",Japan,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450773,2024-10-01,Philippines,South Korea,"Yeonhui Cricket Ground, Incheon",Philippines,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450774,2024-10-02,Japan,Philippines,"Yeonhui Cricket Ground, Incheon",Japan,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450775,2024-10-02,Indonesia,South Korea,"Yeonhui Cricket Ground, Incheon",Indonesia,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450776,2024-10-04,Indonesia,Philippines,"Yeonhui Cricket Ground, Incheon",Indonesia,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450777,2024-10-04,Japan,South Korea,"Yeonhui Cricket Ground, Incheon",Japan,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450778,2024-10-05,Philippines,South Korea,"Yeonhui Cricket Ground, Incheon",Philippines,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450779,2024-10-05,Japan,Indonesia,"Yeonhui Cricket Ground, Incheon",Japan,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B,False
1450817,2024-09-29,United Arab Emirates,Namibia,"Wanderers Cricket Ground, Windhoek",United Arab Emirates,Namibia T20 Tri-Series,False
1450818,2024-09-30,United States of America,United Arab Emirates,"Wanderers Cricket Ground, Windhoek",United States of America,Namibia T20 Tri-Series,False
1450819,2024-10-01,United States of America,Namibia,"Wanderers Cricket Ground, Windhoek",United States of America,Namibia T20 Tri-Series,False
1450820,2024-10-02,Namibia,United Arab Emirates,"Wanderers Cricket Ground, Windhoek",United Arab Emirates,Namibia T20 Tri-Series,False
1450821,2024-10-04,United Arab Emirates,United States of America,"Wanderers Cricket Ground, Windhoek",United Arab Emirates,Namibia T20 Tri-Series,False
1450822,2024-10-05,Namibia,United States of America,"Wanderers Cricket Ground, Windhoek",United States of America,Namibia T20 Tri-Series,False
1450823,2024-09-28,Canada,Nepal,"Maple Leaf North-West Ground, King City",Canada,Canada T20 Tri-Series,False
1450824,2024-09-29,Nepal,Oman,"Maple Leaf North-West Ground, King City",Nepal,Canada T20 Tri-Series,False
1450825,2024-09-30,Canada,Oman,"Maple Leaf North-West Ground, King City",Oman,Canada T20 Tri-Series,False
1450826,2024-10-01,Nepal,Canada,"Maple Leaf North-West Ground, King City",Canada,Canada T20 Tri-Series,False
1450827,2024-10-02,Nepal,Oman,"Maple Leaf North-West Ground, King City",Nepal,Canada T20 Tri-Series,False
1450828,2024-10-03,Oman,Canada,"Maple Leaf North-West Ground, King City",Canada,Canada T20 Tri-Series,False
1451814,2024-10-13,Sri Lanka,West Indies,Rangiri Dambulla International Stadium,West Indies,West Indies tour of Sri Lanka,False
1451815,2024-10-15,Sri Lanka,West Indies,Rangiri Dambulla International Stadium,Sri Lanka,West Indies tour of Sri Lanka,False
1451816,2024-10-17,West Indies,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,West Indies tour of Sri Lanka,False
1452624,2024-09-30,Serbia,Gibraltar,Europa Sports Complex,Gibraltar,Serbia tour of Gibraltar,False
1452625,2024-09-30,Serbia,Gibraltar,Europa Sports Complex,Gibraltar,Serbia tour of Gibraltar,False
1453518,2024-10-17,Nepal,United States of America,"Grand Prairie Stadium, Dallas",Nepal,Nepal tour of United States of America,False
1453520,2024-10-20,United States of America,Nepal,"Grand Prairie Stadium, Dallas",Nepal,Nepal tour of United States of America,False
1453903,2024-10-12,Brazil,Mexico,Sao Fernando Polo and Cricket Club,Brazil,South American Men's Championships,False
1453909,2024-10-13,Mexico,Argentina,Sao Fernando Polo and Cricket Club,Argentina,South American Men's Championships,False
1453911,2024-10-19,Thailand,Bhutan,Gelephu International Cricket Ground,Thailand,Bhutan Quadrangular T20I Series,False
1453912,2024-10-19,Indonesia,Maldives,Gelephu International Cricket Ground,Maldives,Bhutan Quadrangular T20I Series,False
1453913,2024-10-20,Maldives,Bhutan,Gelephu International Cricket Ground,Bhutan,Bhutan Quadrangular T20I Series,False
1453914,2024-10-20,Indonesia,Thailand,Gelephu International Cricket Ground,Thailand,Bhutan Quadrangular T20I Series,False
1453915,2024-10-22,Thailand,Maldives,Gelephu International Cricket Ground,Thailand,Bhutan Quadrangular T20I Series,False
1453916,2024-10-22,Bhutan,Indonesia,Gelephu International Cricket Ground,Bhutan,Bhutan Quadrangular T20I Series,False
1453917,2024-10-23,Thailand,Indonesia,Gelephu International Cricket Ground,Thailand,Bhutan Quadrangular T20I Series,False
1453918,2024-10-23,Bhutan,Maldives,Gelephu International Cricket Ground,Maldives,Bhutan Quadrangular T20I Series,False
1453919,2024-10-24,Indonesia,Bhutan,Gelephu International Cricket Ground,Bhutan,Bhutan Quadrangular T20I Series,False
1453922,2024-10-19,Zimbabwe,Seychelles,"Gymkhana Club Ground, Nairobi",Zimbabwe,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453923,2024-10-19,Kenya,Mozambique,"Ruaraka Sports Club Ground, Nairobi",Kenya,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453924,2024-10-24,Rwanda,Seychelles,"Ruaraka Sports Club Ground, Nairobi",Rwanda,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453925,2024-10-24,Zimbabwe,Kenya,"Gymkhana Club Ground, Nairobi",Zimbabwe,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453926,2024-10-24,Gambia,Mozambique,"Ruaraka Sports Club Ground, Nairobi",Mozambique,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453927,2024-10-20,Mozambique,Zimbabwe,"Gymkhana Club Ground, Nairobi",Zimbabwe,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453929,2024-10-20,Rwanda,Kenya,"Gymkhana Club Ground, Nairobi",Kenya,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453930,2024-10-23,Seychelles,Kenya,"Ruaraka Sports Club Ground, Nairobi",Kenya,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453931,2024-10-23,Rwanda,Mozambique,"Gymkhana Club Ground, Nairobi",Mozambique,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453932,2024-10-23,Zimbabwe,Gambia,"Ruaraka Sports Club Ground, Nairobi",Zimbabwe,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453933,2024-10-22,Mozambique,Seychelles,"Gymkhana Club Ground, Nairobi",Mozambique,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453934,2024-10-22,Kenya,Gambia,"Gymkhana Club Ground, Nairobi",Kenya,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1453935,2024-10-22,Zimbabwe,Rwanda,"Ruaraka Sports Club Ground, Nairobi",Zimbabwe,ICC Men's T20 World Cup Sub Regional Africa Qualifier,False
1454384,2024-10-09,Malawi,Rwanda,"TCA Oval, Blantyre",Rwanda,Rwanda tour of Malawi,False
1454385,2024-10-10,Malawi,Rwanda,"TCA Oval, Blantyre",Rwanda,Rwanda tour of Malawi,False
1454388,2024-10-13,Malawi,Rwanda,"TCA Oval, Blantyre",Rwanda,Rwanda tour of Malawi,False
1454819,2024-11-13,Netherlands,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Netherlands tour of Oman,False
1454820,2024-11-14,Netherlands,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,Netherlands tour of Oman,False
1454821,2024-11-16,Netherlands,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,Netherlands tour of Oman,False
1456013,2024-10-18,Kenya,Seychelles,"Sikh Union Club Ground, Nairobi",Kenya,Seychelles in Kenya T20I Match,False
1456441,2024-11-09,New Zealand,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,New Zealand tour of Sri Lanka,False
1456442,2024-11-10,New Zealand,Sri Lanka,Rangiri Dambulla International Stadium,New Zealand,New Zealand tour of Sri Lanka,False
1456867,2024-11-12,Indonesia,Myanmar,Udayana Cricket Ground,Indonesia,Myanmar tour of Indonesia,False
1456868,2024-11-13,Myanmar,Indonesia,Udayana Cricket Ground,Indonesia,Myanmar tour of Indonesia,False
1456869,2024-11-15,Myanmar,Indonesia,Udayana Cricket Ground,Indonesia,Myanmar tour of Indonesia,False
1456870,2024-11-16,Myanmar,Indonesia,Udayana Cricket Ground,Indonesia,Myanmar tour of Indonesia,False
1456871,2024-11-17,Indonesia,Myanmar,Udayana Cricket Ground,Indonesia,Myanmar tour of Indonesia,False
1456872,2024-11-19,Myanmar,Indonesia,Udayana Cricket Ground,Indonesia,Myanmar tour of Indonesia,False
1457217,2024-11-19,Thailand,Qatar,"West End Park International Cricket Stadium, Doha",Qatar,ICC Men's T20 World Cup Asia Qualifier B,False
1457218,2024-11-19,United Arab Emirates,Bhutan,University of Doha for Science and Technology,United Arab Emirates,ICC Men's T20 World Cup Asia Qualifier B,False
1457219,2024-11-19,Bahrain,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Bahrain,ICC Men's T20 World Cup Asia Qualifier B,False
1457220,2024-11-20,Thailand,Cambodia,"West End Park International Cricket Stadium, Doha",Thailand,ICC Men's T20 World Cup Asia Qualifier B,False
1457221,2024-11-20,Bhutan,Qatar,University of Doha for Science and Technology,Qatar,ICC Men's T20 World Cup Asia Qualifier B,False
1457222,2024-11-20,United Arab Emirates,Saudi Arabia,"West End Park International Cricket Stadium, Doha",United Arab Emirates,ICC Men's T20 World Cup Asia Qualifier B,False
1457223,2024-11-22,Cambodia,United Arab Emirates,"West End Park International Cricket Stadium, Doha",United Arab Emirates,ICC Men's T20 World Cup Asia Qualifier B,False
1457224,2024-11-22,Bahrain,Thailand,University of Doha for Science and Technology,Thailand,ICC Men's T20 World Cup Asia Qualifier B,False
1457225,2024-11-22,Saudi Arabia,Bhutan,University of Doha for Science and Technology,Saudi Arabia,ICC Men's T20 World Cup Asia Qualifier B,False
1457226,2024-11-23,Bahrain,Bhutan,"West End Park International Cricket Stadium, Doha",Bahrain,ICC Men's T20 World Cup Asia Qualifier B,False
1457227,2024-11-23,United Arab Emirates,Thailand,University of Doha for Science and Technology,United Arab Emirates,ICC Men's T20 World Cup Asia Qualifier B,False
1457228,2024-11-23,Qatar,Cambodia,University of Doha for Science and Technology,Qatar,ICC Men's T20 World Cup Asia Qualifier B,False
1457229,2024-11-25,Qatar,Bahrain,"West End Park International Cricket Stadium, Doha",Qatar,ICC Men's T20 World Cup Asia Qualifier B,False
1457230,2024-11-25,Cambodia,Saudi Arabia,University of Doha for Science and Technology,Saudi Arabia,ICC Men's T20 World Cup Asia Qualifier B,False
1457231,2024-11-25,Thailand,Bhutan,"West End Park International Cricket Stadium, Doha",Thailand,ICC Men's T20 World Cup Asia Qualifier B,False
1457232,2024-11-26,Thailand,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Saudi Arabia,ICC Men's T20 World Cup Asia Qualifier B,False
1457233,2024-11-26,Bahrain,Cambodia,University of Doha for Science and Technology,Bahrain,ICC Men's T20 World Cup Asia Qualifier B,False
1457234,2024-11-26,United Arab Emirates,Qatar,"West End Park International Cricket Stadium, Doha",United Arab Emirates,ICC Men's T20 World Cup Asia Qualifier B,False
1457235,2024-11-28,Bhutan,Cambodia,"West End Park International Cricket Stadium, Doha",Cambodia,ICC Men's T20 World Cup Asia Qualifier B,False
1457236,2024-11-28,Saudi Arabia,Qatar,University of Doha for Science and Technology,Qatar,ICC Men's T20 World Cup Asia Qualifier B,False
1457350,2024-10-28,Bahrain,Uganda,Jinja Cricket Ground,Bahrain,Bahrain tour of Uganda,False
1457351,2024-10-29,Bahrain,Uganda,Jinja Cricket Ground,Uganda,Bahrain tour of Uganda,False
1459278,2024-11-28,Bahrain,United Arab Emirates,University of Doha for Science and Technology,United Arab Emirates,ICC Men's T20 World Cup Asia Qualifier B,False
1459374,2024-11-23,Botswana,Eswatini,"Tafawa Balewa Square Cricket Oval, Lagos",Botswana,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459375,2024-11-23,Sierra Leone,Ivory Coast,"Tafawa Balewa Square Cricket Oval, Lagos",Sierra Leone,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459376,2024-11-23,Nigeria,St Helena,University of Lagos Cricket Oval,Nigeria,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459377,2024-11-28,Ivory Coast,St Helena,"Nigeria Cricket Federation Oval 1, Abuja",St Helena,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459378,2024-11-28,Sierra Leone,Eswatini,"Nigeria Cricket Federation Oval 2, Abuja",Sierra Leone,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459379,2024-11-28,Nigeria,Botswana,"Nigeria Cricket Federation Oval 2, Abuja",Nigeria,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459380,2024-11-26,St Helena,Sierra Leone,"Nigeria Cricket Federation Oval 1, Abuja",Sierra Leone,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459381,2024-11-26,Eswatini,Nigeria,"Nigeria Cricket Federation Oval 1, Abuja",Nigeria,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459382,2024-11-26,Ivory Coast,Botswana,"Nigeria Cricket Federation Oval 2, Abuja",Botswana,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459383,2024-11-27,Nigeria,Sierra Leone,"Nigeria Cricket Federation Oval 2, Abuja",Nigeria,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459384,2024-11-27,St Helena,Botswana,"Nigeria Cricket Federation Oval 1, Abuja",Botswana,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459385,2024-11-27,Ivory Coast,Eswatini,"Nigeria Cricket Federation Oval 2, Abuja",Eswatini,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459386,2024-11-24,Sierra Leone,Botswana,University of Lagos Cricket Oval,Botswana,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459387,2024-11-24,Nigeria,Ivory Coast,"Tafawa Balewa Square Cricket Oval, Lagos",Nigeria,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1459388,2024-11-24,Eswatini,St Helena,University of Lagos Cricket Oval,Eswatini,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group C,False
1462877,2024-12-06,Panama,Suriname,"St Albans Club, Buenos Aires",Panama,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462878,2024-12-06,Bahamas,Brazil,"St George's College Ground, Buenos Aires",Bahamas,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462880,2024-12-07,Mexico,Brazil,"Hurlingham Club Ground, Buenos Aires",Mexico,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462881,2024-12-07,Argentina,Belize,"St George's College Ground, Buenos Aires",Argentina,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462882,2024-12-07,Bermuda,Suriname,"Hurlingham Club Ground, Buenos Aires",Bermuda,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462883,2024-12-07,Cayman Islands,Panama,"St George's College Ground, Buenos Aires",Cayman Islands,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462884,2024-12-08,Panama,Bermuda,"St Albans Club, Buenos Aires",Bermuda,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462885,2024-12-08,Bahamas,Argentina,"Hurlingham Club Ground, Buenos Aires",Bahamas,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462886,2024-12-08,Suriname,Brazil,"St Albans Club, Buenos Aires",Brazil,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462887,2024-12-08,Cayman Islands,Belize,"Hurlingham Club Ground, Buenos Aires",Cayman Islands,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462888,2024-12-10,Cayman Islands,Suriname,"Hurlingham Club Ground, Buenos Aires",Suriname,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462889,2024-12-10,Bahamas,Belize,"St Albans Club, Buenos Aires",Bahamas,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462890,2024-12-10,Mexico,Bermuda,"Hurlingham Club Ground, Buenos Aires",Bermuda,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462891,2024-12-10,Panama,Argentina,"St Albans Club, Buenos Aires",Argentina,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462892,2024-12-11,Mexico,Cayman Islands,"St George's College Ground, Buenos Aires",Cayman Islands,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462893,2024-12-11,Bahamas,Panama,"Hurlingham Club Ground, Buenos Aires",Bahamas,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462894,2024-12-11,Bermuda,Brazil,"St George's College Ground, Buenos Aires",Bermuda,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462895,2024-12-11,Suriname,Argentina,"Hurlingham Club Ground, Buenos Aires",Argentina,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462896,2024-12-12,Panama,Brazil,"Belgrano Athletic Club Ground, Buenos Aires",Brazil,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
1462897,2024-12-12,Suriname,Mexico,"St George's College Ground, Buenos Aires",Mexico,ICC Men's T20 World Cup Sub Regional Americas Qualifier,False
